	Domain	Group	Clade	Kingdom	Subkingdom	Division	Subdivision	Class	Order	Family	Genus	Species
Bandoniozyma_tunnelae	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellales	Rhynchogastremataceae	Rhynchogastrema	Rhynchogastrema tunnelae
Bannoa_bischofiae	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Pucciniomycotina	Cystobasidiomycetes	Erythrobasidiales	Erythrobasidiaceae	Bannoa	Bannoa_bischofiae
Bannoa_hahajimensis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Pucciniomycotina	Cystobasidiomycetes	Erythrobasidiales	Erythrobasidiaceae	Bannoa	Bannoa_hahajimensis
Bannoa_ogasawarensis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Pucciniomycotina	Cystobasidiomycetes	Erythrobasidiales	Erythrobasidiaceae	Bannoa	Bannoa_ogasawarensis
Bannoa_syzygii	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Pucciniomycotina	Cystobasidiomycetes	Erythrobasidiales	Erythrobasidiaceae	Bannoa	Bannoa_syzygii
Bannozyma_arctica	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Pucciniomycotina	Microbotryomycetes	Incertae Sedis	Chrysozymaceae	Bannozyma	Bannozyma arctica
Bannozyma_yamatoana	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Pucciniomycotina	Microbotryomycetes	Incertae Sedis	Chrysozymaceae	Bannozyma	Bannozyma yamatoana
Barnettozyma_hawaiiensis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Barnettozyma	Barnettozyma hawaiiensis
Barnettozyma_sucrosica	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Barnettozyma	Barnettozyma sucrosica
Barnettozyma_vustinii	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Barnettozyma	Barnettozyma vustinii
Barnettozyma_wickerhamii	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Barnettozyma	Barnettozyma wickerhamii
Barnettozyma_xylosica	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Barnettozyma	Barnettozyma xylosica
Barriopsis_archontophoenicis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Barriopsis	Barriopsis archontophoenicis
Barrmaelia_macrospora	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Xylariales	Barrmaeliaceae	Barrmaelia	Barrmaelia macrospora
Barrmaelia_oxyacanthae	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Xylariales	Xylariaceae	Barrmaelia	Barrmaelia oxyacanthae
Barrmaelia_rappazii	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Xylariales	Barrmaeliaceae	Barrmaelia	Barrmaelia rappazii
Barrmaelia_rhamnicola	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Xylariales	Barrmaeliaceae	Barrmaelia	Barrmaelia rhamnicola
Batrachochytrium_dendrobatidis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Fungi incertae sedis	Chytridiomycota	Chytridiomycotina	Chytridiomycetes	Rhizophydiales	Incertae Sedis	Batrachochytrium	Batrachochytrium dendrobatidis
Baudoinia_antilliensis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Capnodiales	Teratosphaeriaceae	Baudoinia	Baudoinia_antilliensis
Baudoinia_caledoniensis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Capnodiales	Teratosphaeriaceae	Baudoinia	Baudoinia_caledoniensis
Baudoinia_panamericana	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Capnodiales	Teratosphaeriaceae	Baudoinia	Baudoinia_panamericana
Beauveria_amorpha	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreales	Cordycipitaceae	Beauveria	Beauveria_amorpha
Beauveria_asiatica	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreales	Cordycipitaceae	Beauveria	Beauveria_asiatica
Beauveria_australis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreales	Cordycipitaceae	Beauveria	Beauveria_australis
Beauveria_bassiana	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreales	Cordycipitaceae	Beauveria	Beauveria bassiana
Beauveria_brongniartii	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreales	Cordycipitaceae	Beauveria	Beauveria_brongniartii
Beauveria_caledonica	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreales	Cordycipitaceae	Beauveria	Beauveria_caledonica
Beauveria_hoplocheli	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreales	Cordycipitaceae	Beauveria	Beauveria_hoplocheli
Beauveria_lii	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreales	Cordycipitaceae	Beauveria	Beauveria_lii
Beauveria_malawiensis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreales	Cordycipitaceae	Beauveria	Beauveria_malawiensis
Beauveria_medogensis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreales	Cordycipitaceae	Beauveria	Beauveria_medogensis
Beauveria_pseudobassiana	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreales	Cordycipitaceae	Beauveria	Beauveria_pseudobassiana
Beauveria_varroae	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreales	Cordycipitaceae	Beauveria	Beauveria_varroae
Beenakia_fricta	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Gomphales	Gomphaceae	Beenakia	Beenakia fricta
Benjaminiella_poitrasii	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Fungi incertae sedis	Mucoromycota	Mucoromycotina	Mucoromycetes	Mucorales	Mucoraceae	Benjaminiella	Benjaminiella poitrasii
Berkleasmium_fusiforme	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Tubeufiales	Tubeufiaceae	Berkleasmium	Berkleasmium fusiforme
Berkleasmium_longisporum	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Tubeufiales	Tubeufiaceae	Berkleasmium	Berkleasmium longisporum
Berkleasmium_thailandicum	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Tubeufiales	Tubeufiaceae	Berkleasmium	Berkleasmium thailandicum
Bertiella_ellipsoidea	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Massarineae	Massarinaceae	Bertiella
Bertiella_macrospora	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Massarineae	Massarinaceae	Bertiella
Bezerromyces_pernambucoensis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Tubeufiales	Bezerromycetaceae	Bezerromyces	Bezerromyces pernambucoensis
Biappendiculispora_japonica	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Lophiostomataceae	Biappendiculispora	Biappendiculispora japonica
Biatriospora_carollii	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Biatriosporaceae	Biatriospora	Biatriospora carollii
Biatriospora_mackinnonii	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Nigrogranaceae	Nigrograna	Nigrograna mackinnonii
Biatriospora_marina	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Biatriosporaceae	Biatriospora	Biatriospora marina
Biatriospora_peruviensis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Biatriosporaceae	Biatriospora	Biatriospora peruviensis
Biatriospora_yasuniana	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Biatriosporaceae	Biatriospora	Biatriospora yasuniana
Biciliospora_velutina	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Coronophorales	Nitschkiaceae	Biciliospora	Biciliospora velutina
Bimuria_novaezelandiae	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Bimuria	Bimuria_novaezelandiae
Bionectria_ochroleuca	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreales	Bionectriaceae	Clonostachys	Clonostachys rosea
Bipolaris_bamagaensis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	Bipolaris_bamagaensis
Bipolaris_bicolor	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	Bipolaris_bicolor
Bipolaris_brachiariae	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	Bipolaris_brachiariae
Bipolaris_cactivora	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	Bipolaris_cactivora
Bipolaris_clavata	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	Bipolaris_clavata
Bipolaris_coffeana	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	Bipolaris_coffeana
Bipolaris_cookei	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	Bipolaris_cookei
Bipolaris_crotonis-or-eleusines	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	Bipolaris_crotonis-or-eleusines
Bipolaris_drechsleri	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	Bipolaris_drechsleri
Bipolaris_heveae	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	Bipolaris_heveae
Bipolaris_homomorpha	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	Bipolaris_homomorpha
Bipolaris_luttrellii	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	Bipolaris_luttrellii
Bipolaris_maydis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	Bipolaris_maydis
Bipolaris_micropus	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	Bipolaris_micropus
Bipolaris_microstegii	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	Bipolaris_microstegii
Bipolaris_oryzae	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	Bipolaris_oryzae
Bipolaris_oryzae-or-panicimiliacei	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	Bipolaris_oryzae-or-panicimiliacei
Bipolaris_peregianensis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	Bipolaris_peregianensis
Bipolaris_saccharicola	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	Bipolaris_saccharicola
Bipolaris_salviniae	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	Bipolaris_salviniae
Bipolaris_shoemakeri	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	Bipolaris_shoemakeri
Bipolaris_sorokiniana-or-yamadae	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	Bipolaris_sorokiniana-or-yamadae
Bipolaris_subramanianii	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	Bipolaris_subramanianii
Bipolaris_zeicola	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	Bipolaris_zeicola
Biscogniauxia_petrensis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Xylariales	Xylariaceae	Biscogniauxia	Biscogniauxia petrensis
Bjerkandera_atroalba	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Polyporales	Phanerochaetaceae	Bjerkandera	Bjerkandera atroalba
Bjerkandera_centroamericana	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Polyporales	Phanerochaetaceae	Bjerkandera	Bjerkandera centroamericana
Blakeslea_trispora	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Fungi incertae sedis	Mucoromycota	Mucoromycotina	Mucoromycetes	Mucorales	Choanephoraceae	Blakeslea	Blakeslea trispora
Blastobotrys_illinoisensis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes	Saccharomycetales	Trichomonascaceae	Blastobotrys	Blastobotrys_illinoisensis
Blastobotrys_indianensis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes	Saccharomycetales	Trichomonascaceae	Blastobotrys	Blastobotrys_indianensis
Blastobotrys_malaysiensis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes	Saccharomycetales	Trichomonascaceae	Blastobotrys	Blastobotrys_malaysiensis
Blastobotrys_mokoenaii	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes	Saccharomycetales	Trichomonascaceae	Blastobotrys	Blastobotrys_mokoenaii
Blastobotrys_parvus	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes	Saccharomycetales	Trichomonascaceae	Blastobotrys	Blastobotrys_parvus
Blastomyces_dermatitidis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Onygenales	Ajellomycetaceae	Blastomyces	Blastomyces dermatitidis
Blumeria_graminis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Leotiomycetes	Erysiphales	Erysiphaceae	Blumeria	Blumeria_graminis
Boeremia_exigua	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Didymellaceae	Boeremia	Boeremia_exigua
Bolbitius_elegans	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Bolbitiaceae	Bolbitius	Bolbitius_elegans
Bolbitius_excoriatus	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Bolbitiaceae	Bolbitius	Bolbitius_excoriatus
Bolbitius_reticulatus	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Bolbitiaceae	Bolbitius	Bolbitius_reticulatus
Bolbitius_titubans	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Bolbitiaceae	Bolbitius	Bolbitius_titubans
Bolbitius_vitellinus	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Bolbitiaceae	Bolbitius	Bolbitius vitellinus
Boletellus_aff.	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Boletaceae	Boletellus	Boletellus_aff.
Boletellus_ananas	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Boletaceae	Boletellus	Boletellus_ananas
Boletellus_ananiceps	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Boletaceae	Boletellus	Boletellus_ananiceps
Boletellus_badiovinosus	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Boletaceae	Boletellus	Boletellus_badiovinosus
Boletellus_chrysenteroides	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Boletaceae	Boletellus	Boletellus_chrysenteroides
Boletellus_deceptivus	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Boletaceae	Boletellus	Boletellus_deceptivus
Boletellus_dissiliens	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Boletaceae	Boletellus	Boletellus_dissiliens
Boletellus_elatus	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Boletaceae	Boletellus	Boletellus_elatus
Boletellus_emodensis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Boletaceae	Boletellus	Boletellus_emodensis
Boletellus_indistinctus	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Boletaceae	Boletellus	Boletellus_indistinctus
Boletellus_obscurococcineus	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Boletaceae	Boletellus	Boletellus_obscurococcineus
Boletellus_projectellus	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Boletaceae	Boletellus	Boletellus_projectellus
Boletellus_pseudochrysenteroides	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Boletaceae	Boletellus	Boletellus_pseudochrysenteroides
Boletellus_reminiscens	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Boletaceae	Boletellus	Boletellus_reminiscens
Boletellus_russellii	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Boletaceae	Boletellus	Boletellus_russellii
Boletellus_shichianus	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Boletaceae	Boletellus	Boletellus shichianus
Boletellus_sinapipes	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Boletaceae	Boletellus	Boletellus_sinapipes
Boletellus_singeri	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Boletaceae	Boletellus	Boletellus_singeri
Boletinellus_merulioides	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Boletinellaceae	Boletinellus	Boletinellus merulioides
Boletopsis_leucomelaena	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Thelephorales	Bankeraceae	Boletopsis	Boletopsis_leucomelaena
Boletus_abruptibulbus	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Boletaceae	Boletus	Boletus_abruptibulbus
Boletus_aereus	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Boletaceae	Boletus	Boletus_aereus
Boletus_aff.	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Boletaceae	Boletus	Boletus_aff.
Boletus_albobrunnescens	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Boletaceae	Boletus	Boletus_albobrunnescens
Boletus_amygdalinus	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Boletaceae	Boletus	Boletus_amygdalinus
Boletus_aokii	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Boletaceae	Boletus	Boletus_aokii
Boletus_botryoides	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Boletaceae	Boletus	Boletus_botryoides
Boletus_carminiporus	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Boletaceae	Boletus	Boletus_carminiporus
Boletus_cf.	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Boletaceae	Boletus	Boletus_cf.
Boletus_durhamensis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Boletaceae	Boletus	Boletus_durhamensis
Boletus_edulis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Boletaceae	Boletus	Boletus edulis
Boletus_erythropus	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Boletaceae	Boletus	Boletus_erythropus
Boletus_flavoruber	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Boletaceae	Boletus	Boletus_flavoruber
Boletus_frostii	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Boletaceae	Boletus	Boletus_frostii
Boletus_inedulis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Boletaceae	Boletus	Boletus_inedulis
Boletus_magnificus	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Boletaceae	Boletus	Boletus_magnificus
Boletus_mirabilis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Boletaceae	Boletus	Boletus_mirabilis
Boletus_pallidoroseus	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Boletaceae	Boletus	Boletus_pallidoroseus
Boletus_peckii	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Boletaceae	Boletus	Boletus_peckii
Boletus_pulchriceps	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Boletaceae	Boletus	Boletus_pulchriceps
