	Domain	Group	Clade	Kingdom	Subkingdom	Division	Subdivision	Class	Order	Family	Genus	Species
Lecanicillium_fungicola	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreales	Cordycipitaceae	Lecanicillium	Lecanicillium fungicola
Lecanicillium_fusisporum	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreales	Cordycipitaceae	Lecanicillium	Lecanicillium fusisporum
Lecanicillium_longisporum	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreales	Cordycipitaceae	Lecanicillium	Lecanicillium longisporum
Lecanicillium_psalliotae	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreales	Cordycipitaceae	Lecanicillium	Lecanicillium psalliotae
Lecanicillium_sabanense	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreales	Cordycipitaceae	Lecanicillium	Lecanicillium sabanense
Lecanicillium_subprimulinum	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreales	Cordycipitaceae	Lecanicillium	Lecanicillium subprimulinum
Lecanicillium_tenuipes	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreales	Cordycipitaceae	Lecanicillium	Lecanicillium tenuipes
Lecanora_cf.	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanorales	Lecanoraceae	Lecanora	Lecanora_cf.
Lecanora_hybocarpa	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanorales	Lecanoraceae	Lecanora	Lecanora hybocarpa
Lecanora_novomexicana	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanorales	Lecanoraceae	Rhizoplaca	Rhizoplaca novomexicana
Lecanora_saligna	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanorales	Lecanoraceae	Lecanora	Lecanora saligna
Leccinellum_aff.	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Boletaceae	Leccinellum	Leccinellum_aff.
Leccinellum_corsicum	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Boletaceae	Leccinellum	Leccinellum corsicum
Leccinellum_cremeum	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Boletaceae	Leccinellum	Leccinellum cremeum
Leccinellum_crocipodium	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Boletaceae	Leccinellum	Leccinellum crocipodium
Leccinum_monticola	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Boletaceae	Leccinum	Leccinum monticola
Leccinum_quercinum	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Boletaceae	Leccinum	Leccinum quercinum
Leccinum_scabrum	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Boletaceae	Leccinum	Leccinum scabrum
Leccinum_schistophilum	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Boletaceae	Leccinum	Leccinum schistophilum
Leccinum_variicolor	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Boletaceae	Leccinum	Leccinum variicolor
Lecidea_aglaea	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	OSLEUM clade	Lecideales	Lecideaceae	Lecidea	Lecidea aglaea
Lectera_nordwiniana	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Lectera	Lectera nordwiniana
Leiotrametes_lactinea	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Polyporales	Polyporaceae	Leiotrametes	Leiotrametes lactinea
Lentamyces_parricida	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Fungi incertae sedis	Mucoromycota	Mucoromycotina	Mucoromycetes	Mucorales	Lentamycetaceae	Lentamyces	Lentamyces parricida
Lentamyces_zychae	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Fungi incertae sedis	Mucoromycota	Mucoromycotina	Mucoromycetes	Mucorales	Lentamycetaceae	Lentamyces	Lentamyces zychae
Lentimurispora_urniformis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Pleosporales incertae sedis	Lentimurispora	Lentimurispora urniformis
Lentinus_crinitus	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Polyporales	Polyporaceae	Lentinus	Lentinus crinitus
Lentinus_suavissimus	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Polyporales	Polyporaceae	Neofavolus	Neofavolus suavissimus
Lentinus_tigrinus	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Polyporales	Lentinaceae	Lentinus	Lentinus tigrinus
Lentistoma_bipolare	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Lophiostomataceae	Lentistoma	Lentistoma bipolare
Lentithecium_clioninum	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Lentitheciaceae	Lentithecium	Lentithecium clioninum
Lentithecium_pseudoclioninum	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Lentitheciaceae	Lentithecium	Lentithecium pseudoclioninum
Lenzites_acuta	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Polyporales	Polyporaceae	Cellulariella	Cellulariella acuta
Lenzites_betulinus	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Polyporales	Polyporaceae	Lenzites	Lenzites betulinus
Leotia_lubrica	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Leotiomycetes	Helotiales	Leotiaceae	Leotia	Leotia lubrica
Lepidosphaeria_nicotiae	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Testudinaceae	Lepidosphaeria	Lepidosphaeria nicotiae
Lepiota_aff.	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Agaricaceae	Lepiota	Lepiota_aff.
Lepiota_castaneidisca	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Agaricaceae	Lepiota	Lepiota castaneidisca
Lepiota_castanescens	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Agaricaceae	Lepiota	Lepiota castanescens
Lepiota_cf.	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Agaricaceae	Lepiota	Lepiota_cf.
Lepiota_flammeotincta	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Agaricaceae	Lepiota	Lepiota flammeotincta
Lepiota_fuliginescens	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Agaricaceae	Lepiota	Lepiota fuliginescens
Lepiota_fuscovinacea	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Agaricaceae	Lepiota	Lepiota fuscovinacea
Lepiota_magnispora	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Agaricaceae	Lepiota	Lepiota magnispora
Lepiota_neophana	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Agaricaceae	Lepiota	Lepiota neophana
Lepiota_rhodophylla	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Agaricaceae	Lepiota	Lepiota rhodophylla
Lepiota_roseolivida	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Agaricaceae	Lepiota	Lepiota roseolivida
Lepista_nuda	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Tricholomataceae	Lepista	Lepista nuda
Lepra_amara	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Lecanoromycetes	Pertusariales	Pertusariaceae	Pertusaria	Lepra amara
Lepra_austropacifica	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	OSLEUM clade	Pertusariales	Pertusariaceae	Lepra	Lepra austropacifica
Lepra_commutata	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	OSLEUM clade	Pertusariales	Pertusariaceae	Lepra	Lepra commutata
Lepra_ophthalmiza	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	OSLEUM clade	Pertusariales	Pertusariaceae	Lepra	Lepra ophthalmiza
Lepra_pustulata	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	OSLEUM clade	Pertusariales	Pertusariaceae	Lepra	Lepra pustulata
Lepra_scaberula	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	OSLEUM clade	Pertusariales	Pertusariaceae	Lepra	Lepra scaberula
Lepra_xantholeucoides	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	OSLEUM clade	Pertusariales	Pertusariaceae	Lepra	Lepra xantholeucoides
Leptographium_conjunctum	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Ophiostomatales	Ophiostomataceae	Leptographium	Leptographium conjunctum
Leptographium_penicillatum	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Ophiostomatales	Ophiostomataceae	Grosmannia	Grosmannia penicillata
Leptographium_tardum	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Ophiostomatales	Ophiostomataceae	Leptographium	Leptographium tardum
Leptoparies_palmarum	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Lophiostomataceae	Leptoparies	Leptoparies palmarum
Leptosphaeria_biglobosa	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Leptosphaeria	Leptosphaeria biglobosa brassicae group
Leptosphaeria_maculans	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Leptosphaeria	Leptosphaeria maculans JN3
Leptosphaerulina_argentinensis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Didymellaceae	Leptosphaerulina	Leptosphaerulina argentinensis
Leptosphaerulina_saccharicola	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Didymellaceae	Leptosphaerulina	Leptosphaerulina saccharicola
Leptospora_galii	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Incertae Sedis	Incertae Sedis	Leptospora	Leptospora galii
Leptoxyphium_fumago	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Capnodiales	Capnodiaceae	Leptoxyphium	Leptoxyphium fumago
Leratiomyces_squamosus	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Strophariaceae	Leratiomyces	Leratiomyces squamosus
Letrouitia_domingensis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Lecanoromycetes	Teloschistales	Letrouitiaceae	Letrouitia	Letrouitia domingensis
Leucoagaricus_adelphicus	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Agaricaceae	Leucoagaricus	Leucoagaricus adelphicus
Leucoagaricus_barssii	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Agaricaceae	Leucoagaricus	Leucoagaricus barssii
Leucoagaricus_cf.	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Agaricaceae	Leucoagaricus	Leucoagaricus_cf.
Leucoagaricus_cupresseus	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Agaricaceae	Leucoagaricus	Leucoagaricus cupresseus
Leucoagaricus_paraplesius	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Agaricaceae	Leucoagaricus	Leucoagaricus paraplesius
Leucocagaricus_americanus	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Agaricaceae	Leucoagaricus	Leucoagaricus americanus
Leucocoprinus_brebissonii	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Agaricaceae	Leucocoprinus	Leucocoprinus brebissonii
Leucocoprinus_cepistipes	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Agaricaceae	Leucocoprinus	Leucocoprinus cepistipes
Leucocoprinus_straminellus	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Agaricaceae	Leucocoprinus	Leucocoprinus straminellus
Leucoglossum_leucosporum	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Geoglossomycetes	Geoglossales	Geoglossaceae	Leucoglossum	Leucoglossum leucosporum
Leucogyrophana_arizonica	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Incertae Sedis	Leucogyrophana	Leucogyrophana arizonica
Leucogyrophana_lichenicola	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Incertae Sedis	Leucogyrophana	Leucogyrophana lichenicola
Leucogyrophana_olivascens	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Incertae Sedis	Leucogyrophana	Leucogyrophana olivascens
Leucogyrophana_romellii	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletales	Incertae Sedis	Leucogyrophana	Leucogyrophana romellii
Leucoinocybe_lenta	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Tricholomataceae	Leucoinocybe	Leucoinocybe lenta
Leuconeurospora_pulcherrima	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Leotiomycetes	Incertae Sedis	Pseudeurotiaceae	Leuconeurospora	Leuconeurospora pulcherrima
Leucosporidium_creatinivorum	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Pucciniomycotina	Microbotryomycetes	Leucosporidiales	Leucosporidiaceae	Leucosporidium	Leucosporidium creatinivorum
Leucosporidium_fasciculatum	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Pucciniomycotina	Microbotryomycetes	Incertae Sedis	Incertae Sedis	Curvibasidium	Leucosporidium fasciculatum
Leucosporidium_fellii	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Pucciniomycotina	Microbotryomycetes	Leucosporidiales	Leucosporidiaceae	Leucosporidium	Leucosporidium fellii
Leucosporidium_fragarium	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Pucciniomycotina	Microbotryomycetes	Leucosporidiales	Leucosporidiaceae	Leucosporidium	Leucosporidium fragarium
Leucosporidium_golubevii	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Pucciniomycotina	Microbotryomycetes	Leucosporidiales	Leucosporidiaceae	Leucosporidium	Leucosporidium golubevii
Leucosporidium_intermedium	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Pucciniomycotina	Microbotryomycetes	Leucosporidiales	Leucosporidiaceae	Leucosporidium	Leucosporidium intermedium
Leucosporidium_muscorum	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Pucciniomycotina	Microbotryomycetes	Leucosporidiales	Leucosporidiaceae	Leucosporidium	Leucosporidium muscorum
Leucosporidium_scottii	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Pucciniomycotina	Microbotryomycetes	Leucosporidiales	Leucosporidiaceae	Leucosporidium	Leucosporidium scottii
Leucosporidium_yakuticum	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Pucciniomycotina	Microbotryomycetes	Leucosporidiales	Leucosporidiaceae	Leucosporidium	Leucosporidium yakuticum
Lichenomphalia_umbellifera	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Tricholomataceae	Lichenomphalia	Lichenomphalia umbellifera
Lichinella_iodopulchra	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Lichinomycetes	Lichinales	Lichinaceae	Lichinella	Lichinella iodopulchra
Lichtheimia_ramosa	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Fungi incertae sedis	Mucoromycota	Mucoromycotina	Mucoromycetes	Mucorales	Lichtheimiaceae	Lichtheimia	Lichtheimia ramosa
Lignosus_rhinocerotis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Polyporales	Polyporaceae	Lignosus	Lignosus rhinocerotis
Limacella_delicata	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Amanitaceae	Limacella	Limacella delicata
Limacella_glioderma	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Amanitaceae	Limacella	Limacella glioderma
Limacella_guttata	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Amanitaceae	Limacellopsis	Limacellopsis guttata
Limacella_illinita	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Amanitaceae	Limacella	Limacella illinita
Limacella_ochraceolutea	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Amanitaceae	Limacella	Limacella ochraceolutea
Limacella_subillinita	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricales	Amanitaceae	Limacella	Limacella subillinita
Lindra_obtusa	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Lulworthiales	Lulworthiaceae	Lindra	Lindra obtusa
Lindra_thalassiae	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Lulworthiales	Lulworthiaceae	Lindra	Lindra thalassiae
Lindtneria_asiaeorientalis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Corticiales	Corticiaceae	Lindtneria	Lindtneria_asiaeorientalis
Lindtneria_leucobryophila	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Corticiales	Corticiaceae	Lindtneria	Lindtneria leucobryophila
Lipomyces_chichibuensis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes	Saccharomycetales	Lipomycetaceae	Lipomyces	Lipomyces chichibuensis
Lipomyces_doorenjongii	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes	Saccharomycetales	Lipomycetaceae	Lipomyces	Lipomyces doorenjongii
Lipomyces_japonicus	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes	Saccharomycetales	Lipomycetaceae	Lipomyces	Lipomyces japonicus
Lipomyces_kockii	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes	Saccharomycetales	Lipomycetaceae	Lipomyces	Lipomyces kockii
Lipomyces_kononenkoae	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes	Saccharomycetales	Lipomycetaceae	Lipomyces	Lipomyces kononenkoae
Lipomyces_lipofer	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes	Saccharomycetales	Lipomycetaceae	Lipomyces	Lipomyces lipofer
Lipomyces_mesembrius	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes	Saccharomycetales	Lipomycetaceae	Lipomyces	Lipomyces mesembrius
Lipomyces_okinawensis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes	Saccharomycetales	Lipomycetaceae	Lipomyces	Lipomyces okinawensis
Lipomyces_orientalis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes	Saccharomycetales	Lipomycetaceae	Lipomyces	Lipomyces orientalis
Lipomyces_starkeyi	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes	Saccharomycetales	Lipomycetaceae	Lipomyces	Lipomyces starkeyi
Lipomyces_tetrasporus	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes	Saccharomycetales	Lipomycetaceae	Lipomyces	Lipomyces tetrasporus
Lipomyces_yamadae	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes	Saccharomycetales	Lipomycetaceae	Lipomyces	Lipomyces yamadae
Lipomyces_yamanashiensis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes	Saccharomycetales	Lipomycetaceae	Lipomyces	Lipomyces yamanashiensis
Lipomyces_yarrowii	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes	Saccharomycetales	Lipomycetaceae	Lipomyces	Lipomyces yarrowii
Lithographa_tesserata	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	OSLEUM clade	Trapeliales	Trapeliales incertae sedis	Lithographa	Lithographa tesserata
Llimoniella_terricola	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Leotiomycetes	Helotiales	Helotiaceae	Llimoniella	Llimoniella terricola
Lobariella_pallida	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Lecanoromycetes	Peltigerales	Lobariaceae	Lobariella	Lobariella pallida
Lobosporangium_transversale	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Fungi incertae sedis	Mucoromycota	Mortierellomycotina	Mortierellomycetes	Mortierellales	Mortierellaceae	Lobosporangium	Lobosporangium transversale
Lodderomyces_elongisporus	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Saccharomycotina	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Candida-Lodderomyces clade	Lodderomyces elongisporus
Lomentospora_prolificans	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Microascales	Microascaceae	Lomentospora	Lomentospora prolificans
Lopezaria_versicolor	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanorales	Ramalinaceae	Lopezaria	Lopezaria versicolor
Lophiopoacea_winteri	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Lophiostomataceae	Lophiopoacea	Lophiopoacea winteri
Lophiostoma_alpigenum	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Lophiostomataceae	Lophiostoma	Lophiostoma alpigenum
Lophiostoma_compressum	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Lophiostomataceae	Lophiostoma	Lophiostoma compressum
